Ç°ºó×ºÃû³Æ	ÊÇ·ñÇ°×º	ÎåÐÐÊôÐÔÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷	½ü³ÌÎäÆ÷	°µÆ÷	¿ø¼×	½äÖ¸	ÏîÁ´	Ñ¥×Ó	Ñü´ø	Í·¿ø	»¤Íó	Ñü×¹	Âí
L«I s¸t ngo¹i c«ng	0	4	1	124	50	60	-1	-1	0	0	T¨ng L«i s¸t	100000	100000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	2	124	50	70	-1	-1	0	0	T¨ng L«i s¸t	90000	90000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	3	124	50	80	-1	-1	0	0	T¨ng L«i s¸t	90000	90000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	4	124	50	90	-1	-1	0	0	T¨ng L«i s¸t	80000	80000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	5	124	50	100	-1	-1	0	0	T¨ng L«i s¸t	70000	70000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	6	124	50	120	-1	-1	0	0	T¨ng L«i s¸t	60000	60000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	7	124	50	140	-1	-1	0	0	T¨ng L«i s¸t	40000	40000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	8	124	50	160	-1	-1	0	0	T¨ng L«i s¸t	30000	30000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	9	124	50	180	-1	-1	0	0	T¨ng L«i s¸t	10000	10000	0	0	0	0	0	0	0	0	0
L«I s¸t ngo¹i c«ng	0	4	10	124	50	300	-1	-1	0	0	T¨ng L«i s¸t	5000	5000	0	0	0	0	0	0	0	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	3	134	1	4	-1	-1	0	0	ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	50000	0	0	50000	50000	50000	50000	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	6	134	4	7	-1	-1	0	0	ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	50000	0	0	50000	50000	50000	50000	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	10	134	3	10	-1	-1	0	0	ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	0	50000	0	0	50000	50000	50000	50000	0	0
Phßng thñ vËt lý	0	3	2	104	7	12	-1	-1	0	0	Bá qua s¸t th­¬ng vËt lý 	0	0	30000	0	0	30000	30000	30000	30000	0	0
Phßng thñ vËt lý	0	3	4	104	11	15	-1	-1	0	0	Bá qua s¸t th­¬ng vËt lý 	0	0	25000	0	0	25000	25000	25000	25000	0	0
Phßng thñ vËt lý	0	3	6	104	12	25	-1	-1	0	0	Bá qua s¸t th­¬ng vËt lý 	0	0	20000	0	0	20000	20000	20000	20000	0	0
Phßng thñ vËt lý	0	3	8	104	13	40	-1	-1	0	0	Bá qua s¸t th­¬ng vËt lý 	0	0	10000	0	0	10000	10000	10000	10000	0	0
Phßng thñ vËt lý	0	3	10	104	14	75	-1	-1	0	0	Bá qua s¸t th­¬ng vËt lý 	0	0	6000	0	0	6000	6000	6000	6000	0	0
t¨ng kh¸ng ®éc	0	0	2	101	7	12	-1	-1	0	0	t¨ng kh¸ng ®éc	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
t¨ng kh¸ng ®éc	0	0	4	101	11	15	-1	-1	0	0	t¨ng kh¸ng ®éc	400000	400000	400000	400000	400000	400000	400000	400000	400000	400000	0
t¨ng kh¸ng ®éc	0	0	6	101	12	25	-1	-1	0	0	t¨ng kh¸ng ®éc	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
t¨ng kh¸ng ®éc	0	0	8	101	13	40	-1	-1	0	0	t¨ng kh¸ng ®éc	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
t¨ng kh¸ng ®éc	0	0	10	101	14	75	-1	-1	0	0	t¨ng kh¸ng ®éc	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng kh¸ng b¨ng	0	4	2	105	7	12	-1	-1	0	0	T¨ng kh¸ng b¨ng	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
T¨ng kh¸ng b¨ng	0	4	4	105	11	15	-1	-1	0	0	T¨ng kh¸ng b¨ng	400000	400000	400000	400000	400000	400000	400000	400000	400000	400000	0
T¨ng kh¸ng b¨ng	0	4	6	105	12	25	-1	-1	0	0	T¨ng kh¸ng b¨ng	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
T¨ng kh¸ng b¨ng	0	4	8	105	13	40	-1	-1	0	0	T¨ng kh¸ng b¨ng	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng kh¸ng b¨ng	0	4	10	105	14	75	-1	-1	0	0	T¨ng kh¸ng b¨ng	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
t¨ng kh¸ng Háa	0	2	2	102	7	12	-1	-1	0	0	t¨ng kh¸ng Háa	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
t¨ng kh¸ng Háa	0	2	4	102	11	15	-1	-1	0	0	t¨ng kh¸ng Háa	400000	400000	400000	400000	400000	400000	400000	400000	400000	400000	0
t¨ng kh¸ng Háa	0	2	6	102	12	25	-1	-1	0	0	t¨ng kh¸ng Háa	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
t¨ng kh¸ng Háa	0	2	8	102	13	40	-1	-1	0	0	t¨ng kh¸ng Háa	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
t¨ng kh¸ng Háa	0	2	10	102	14	75	-1	-1	0	0	t¨ng kh¸ng Háa	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
T¨ng kh¸ng L«i	0	1	1	103	7	12	-1	-1	0	0	T¨ng kh¸ng L«i	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	0
T¨ng kh¸ng L«i	0	1	4	103	11	15	-1	-1	0	0	T¨ng kh¸ng L«i	400000	400000	400000	400000	400000	400000	400000	400000	400000	400000	0
T¨ng kh¸ng L«i	0	1	7	103	12	25	-1	-1	0	0	T¨ng kh¸ng L«i	300000	300000	300000	300000	300000	300000	300000	300000	300000	300000	0
T¨ng kh¸ng L«i	0	1	8	103	13	40	-1	-1	0	0	T¨ng kh¸ng L«i	200000	200000	200000	200000	200000	200000	200000	200000	200000	200000	0
T¨ng kh¸ng L«i	0	1	10	103	14	75	-1	-1	0	0	T¨ng kh¸ng L«i	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	2	3	134	1	5	-1	-1	0	0	"HÊp thô b¨ng s¸t (chuyÓn hãa, n©ng cao néi lùc ) "	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	2	6	134	5	10	-1	-1	0	0	"HÊp thô b¨ng s¸t (chuyÓn hãa, n©ng cao néi lùc ) "	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	2	10	134	5	15	-1	-1	0	0	"HÊp thô b¨ng s¸t (chuyÓn hãa, n©ng cao néi lùc ) "	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
Sinh khÝ	0	2	1	99	10	15	-1	-1	0	0	T¨ng thÓ lùc 	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
Sinh khÝ	0	2	2	99	11	20	-1	-1	0	0	T¨ng thÓ lùc 	90000	90000	90000	90000	90000	90000	90000	90000	90000	90000	0
Sinh khÝ	0	2	3	99	12	25	-1	-1	0	0	T¨ng thÓ lùc 	80000	80000	80000	80000	80000	80000	80000	80000	80000	80000	0
Sinh khÝ	0	2	4	99	13	30	-1	-1	0	0	T¨ng thÓ lùc 	70000	70000	70000	70000	70000	70000	70000	70000	70000	70000	0
Sinh khÝ	0	2	5	99	14	35	-1	-1	0	0	T¨ng thÓ lùc 	60000	60000	60000	60000	60000	60000	60000	60000	60000	60000	0
Sinh khÝ	0	2	6	99	15	40	-1	-1	0	0	T¨ng thÓ lùc 	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	0
Sinh khÝ	0	2	7	99	16	45	-1	-1	0	0	T¨ng thÓ lùc 	40000	40000	40000	40000	40000	40000	40000	40000	40000	40000	0
Sinh khÝ	0	2	8	99	17	50	-1	-1	0	0	T¨ng thÓ lùc 	30000	30000	30000	30000	30000	30000	30000	30000	30000	30000	0
Sinh khÝ	0	2	9	99	18	55	-1	-1	0	0	T¨ng thÓ lùc 	20000	20000	20000	20000	20000	20000	20000	20000	20000	20000	0
Sinh khÝ	0	2	10	99	19	60	-1	-1	0	0	T¨ng thÓ lùc 	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0
Thêi gian cho¸ng	0	2	4	110	20	30	-1	-1	0	0	Chèng cho¸ng	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
Thêi gian cho¸ng	0	2	7	110	30	50	-1	-1	0	0	Chèng cho¸ng	75000	75000	75000	75000	75000	75000	75000	75000	75000	75000	0
Thêi gian cho¸ng	0	2	10	110	50	65	-1	-1	0	0	Chèng cho¸ng	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	1	3	134	2	6	-1	-1	0	0	HÊp thô ®éc	0	0	1200	1200	1200	1200	1200	1200	1200	1200	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	1	6	134	6	10	-1	-1	0	0	HÊp thô ®éc	0	0	1200	1200	1200	1200	1200	1200	1200	1200	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	1	10	134	10	15	-1	-1	0	0	HÊp thô ®éc	0	0	1200	1200	1200	1200	1200	1200	1200	1200	0
T¨ng May m¾n	0	1	1	135	1	2	-1	-1	0	0	T¨ng May m¾n	0	0	0	10000	10000	0	0	0	0	10000	0
T¨ng May m¾n	0	1	2	135	2	4	-1	-1	0	0	T¨ng May m¾n	0	0	0	9000	9000	0	0	0	0	9000	0
T¨ng May m¾n	0	1	3	135	3	6	-1	-1	0	0	T¨ng May m¾n	0	0	0	8000	8000	0	0	0	0	8000	0
T¨ng May m¾n	0	1	4	135	4	8	-1	-1	0	0	T¨ng May m¾n	0	0	0	3000	3000	0	0	0	0	3000	0
T¨ng May m¾n	0	1	5	135	5	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	3000	3000	0	0	0	0	3000	0
T¨ng May m¾n	0	1	6	135	5	12	-1	-1	0	0	T¨ng May m¾n	0	0	0	3000	3000	0	0	0	0	3000	0
T¨ng May m¾n	0	1	7	135	5	14	-1	-1	0	0	T¨ng May m¾n	0	0	0	3000	3000	0	0	0	0	3000	0
T¨ng May m¾n	0	1	8	135	5	16	-1	-1	0	0	T¨ng May m¾n	0	0	0	3000	3000	0	0	0	0	3000	0
T¨ng May m¾n	0	1	9	135	5	18	-1	-1	0	0	T¨ng May m¾n	0	0	0	2000	2000	0	0	0	0	2000	0
T¨ng May m¾n	0	1	10	135	5	20	-1	-1	0	0	T¨ng May m¾n	0	0	0	1000	1000	0	0	0	0	1000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	3	3	134	2	6	-1	-1	0	0	HÊp thu löa	0	0	1200	0	0	1200	1200	1200	1200	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	3	6	134	6	10	-1	-1	0	0	HÊp thu löa	0	0	1200	0	0	1200	1200	1200	1200	0	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	3	10	134	10	15	-1	-1	0	0	HÊp thu löa	0	0	1200	0	0	1200	1200	1200	1200	0	0
Thêi gian lµm chËm	0	3	3	106	20	30	-1	-1	0	0	Gi¶m thêi gian ®ãng b¨ng	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
Thêi gian lµm chËm	0	3	6	106	30	50	-1	-1	0	0	Gi¶m thêi gian ®ãng b¨ng	75000	75000	75000	75000	75000	75000	75000	75000	75000	75000	0
Thêi gian lµm chËm	0	3	10	106	50	65	-1	-1	0	0	kh«ng thÓ ®ãng b¨ng	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	0
Th©n ph¸p	0	3	1	98	10	24	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
Th©n ph¸p	0	3	2	98	11	27	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	90000	90000	90000	90000	90000	90000	90000	90000	0
Th©n ph¸p	0	3	3	98	12	30	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	80000	80000	80000	80000	80000	80000	80000	80000	0
Th©n ph¸p	0	3	4	98	13	33	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	70000	70000	70000	70000	70000	70000	70000	70000	0
Th©n ph¸p	0	3	5	98	14	36	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	60000	60000	60000	60000	60000	60000	60000	60000	0
Th©n ph¸p	0	3	6	98	15	39	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	50000	50000	50000	50000	50000	50000	50000	50000	0
Th©n ph¸p	0	3	7	98	16	41	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	40000	40000	40000	40000	40000	40000	40000	40000	0
Th©n ph¸p	0	3	8	98	17	44	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	30000	30000	30000	30000	30000	30000	30000	30000	0
Th©n ph¸p	0	3	9	98	18	47	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	20000	20000	20000	20000	20000	20000	20000	20000	0
Th©n ph¸p	0	3	10	98	19	50	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	10000	10000	10000	10000	10000	10000	10000	10000	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	4	3	134	5	6	-1	-1	0	0	HÊp thu ®iÖn	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	4	6	134	5	8	-1	-1	0	0	HÊp thu ®iÖn	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
ChuyÓn hãa s¸t th­¬ng vËt lý thµnh Néi lùc	0	4	10	134	5	15	-1	-1	0	0	HÊp thu ®iÖn	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	0
Gi¶m thêi gian tróng ®éc	0	4	4	108	20	30	-1	-1	0	0	Gi¶m thêi gian tróng ®éc	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
Gi¶m thêi gian tróng ®éc	0	4	6	108	30	50	-1	-1	0	0	Gi¶m thêi gian tróng ®éc	75000	75000	75000	75000	75000	75000	75000	75000	75000	75000	0
Gi¶m thêi gian tróng ®éc	0	4	10	108	50	65	-1	-1	0	0	Gi¶m thêi gian tróng ®éc	50000	50000	50000	50000	50000	50000	50000	50000	50000	50000	0
T¨ng Kü n¨ng hÖ Kim	0	0	1	140	70	100	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	2	140	70	150	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	3	140	70	220	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	4	140	70	270	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	5	140	70	350	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	6	140	70	400	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	7	140	70	450	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	3000	3000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	8	140	70	500	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	9	140	70	550	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Kim	0	0	10	140	70	600	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	1000	1000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	1	141	70	100	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	2	141	70	150	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	3	141	70	220	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	4	141	70	270	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	5	141	70	350	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	6	141	70	400	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	7	141	70	450	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	3000	3000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	8	141	70	500	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	9	141	70	550	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thñy	0	2	10	141	70	600	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	1000	1000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	1	142	70	100	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	2	142	70	150	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	3	142	70	220	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	4	142	70	270	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	5	142	70	350	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	6	142	70	400	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	7	142	70	450	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	3000	3000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	8	142	70	500	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	9	142	70	550	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Háa	0	3	10	142	70	600	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	1000	1000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	1	143	70	100	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	2	143	70	150	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	3	143	70	220	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	4	143	70	270	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	5	143	70	350	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	6	143	70	400	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	7	143	70	450	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	3000	3000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	8	143	70	500	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	9	143	70	550	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Thæ	0	4	10	143	70	600	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	1000	1000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	1	144	70	100	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	2	144	70	150	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	3	144	70	220	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	4	144	70	270	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	5	144	70	350	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	10000	10000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	6	144	70	400	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	5000	5000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	7	144	70	450	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	3000	3000	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	8	144	70	500	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	1400	1400	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	9	144	70	550	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	1200	1200	0	0	0	0	0	0	0	0	0
T¨ng Kü n¨ng hÖ Méc	0	1	10	144	70	600	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	1000	1000	0	0	0	0	0	0	0	0	0
Tèc ®é ®¸nh Néi C«ng	1		2	116	10	20	-1	-1	0	0	T¨ng tèc ®é ®¸nh néi	100000	100000	0	0	0	0	0	0	0	0	0
Tèc ®é ®¸nh Néi C«ng	1		5	116	20	30	-1	-1	0	0	T¨ng tèc ®é ®¸nh néi	70000	70000	0	0	0	0	0	0	0	0	0
Tèc ®é ®¸nh Néi C«ng	1		9	116	30	50	-1	-1	0	0	T¨ng tèc ®é ®¸nh néi	50000	50000	0	0	0	0	0	0	0	0	0
